Sr. No.,Reference No.,MSN,Telco,Sim No,Sim Id,PROJECT
344,41262120061421,3298041967,Telenor,03482071461,89410062205720942221,COSMOS
345,41262120042093,3298041968,Telenor,03482070108,89410062205720942163,COSMOS
346,41262170450001,3298042807,Ufone,03310352248,89410034154517071734,COSMOS
347,03262170044360,3298042625,Ufone,03310352328,89410034154517071817,COSMOS
348,41262170186500,3298042580,Ufone,03310352350,89410034154517071874,COSMOS
349,09262170900492,3298042691,Ufone,03310352271,89410034154517071742,COSMOS
350,09262170910783,3298042830,Ufone,03310352279,89410034154517071759,COSMOS
351,41262170049165,3298042355,Ufone,03310352163,89410034154517071601,COSMOS
352,41262170072226,3298042943,Ufone,03310351949,89410034154517071320,COSMOS
353,41262170072227,3298042929,Ufone,03310351953,89410034154517071338,COSMOS
354,41262170072228,3298043687,Ufone,03310352412,89410034154517071981,COSMOS
355,41262170072229,3298043080,Ufone,03310352401,89410034154517071965,COSMOS
356,41262170072230,3298043149,Ufone,03310352404,89410034154517071973,COSMOS
357,41262170906463,3298042501,Telenor,03481810989,89410062205720946040,COSMOS
358,41262170909823,3298042079,Zong,03171710218,8992042403180435295F,COSMOS
359,42262170048205,3298042767,Ufone,03310352177,89410034154517071643,COSMOS
360,42262170048952,3298042754,Ufone,03310352237,89410034154517071718,COSMOS
361,42262170079901,3298046967,Ufone,03310352357,89410034154517071882,COSMOS
362,43262170192711,3299003672,Jazz,03028743825,8992200040154337624F,COSMOS
363,01262170100370,3298042447,Zong,03171710230,8992042403180435386F,COSMOS
364,43262170001907,3298042996,Ufone,03310352381,89410034154517071924,COSMOS
365,43262170001917,3298042743,Ufone,03310352342,8941003415451707185,COSMOS
366,43262170001918,3298042727,Ufone,03310352325,89410034154517071791,COSMOS
367,07262170441843,3298042490,Ufone,03310352385,89410034154517071932,COSMOS
368,06262170414189,3298042902,Ufone,03310352151,89410034154517071593,COSMOS
369,01262170300561,3298046615,Ufone,03310352332,89410034154517071825,COSMOS
370,01262170400640,3298046742,Ufone,03310352310,89410034154517071783,COSMOS
371,01262170400894,3298046865,Zong,03171710221,8992042403180435311F,COSMOS
372,01262170400922,3298043096,Ufone,03310351775,89410034154517071155,COSMOS
373,01262170401820,3298042482,Zong,03171710223,8992042403180435329F,COSMOS
374,01262170402581,3298042941,Ufone,03310352203,89410034154517071700,COSMOS
375,01262170403076,3298042130,Telenor,03491244668,89410062204720377207,COSMOS
376,01262170403790,3298043990,Ufone,03310351928,89410034154517071312,COSMOS
377,19262420168065,3298044668,Telenor,03482072846,89410062205720942395,COSMOS
378,43262420167562,3298043512,Ufone,03313482468,89410034154517110599,COSMOS
379,42262420185312,2998007772,Ufone,03320372784,8941003415431758930,COSMOS
380,42262420182262,2998007654,Ufone,03320359385,8941003415431758812,COSMOS
381,07262430044030,3298035128,No Telco,03999999999,894199999999,COSMOS
382,21262430115304,3298035139,Ufone,03318624831,8941003415461019976,COSMOS
383,43262430104856,3298034707,Ufone,03318617094,8941003415461019905,COSMOS
384,43262430063252,3298041350,Zong,03171710519,8992042403180435626F,COSMOS
385,43262430117404,3298041399,Zong,03171710518,8992042403180435618F,COSMOS
386,43262470003900,3299006877,Ufone,03368061359,89410034154517029963,COSMOS
387,19262470138450,3298043015,Telenor,03482067606,89410062205720941835,COSMOS
388,43262470050800,3298041153,Telenor,03482067665,89410062205720941843,COSMOS
389,43262470051000,3298041292,Telenor,03482067937,89410062205720941884,COSMOS
390,43262470051100,3298043761,Telenor,03482067658,89410062205720941850,COSMOS
391,43262470051300,3298042279,Telenor,03482026380,8941006220572091647,COSMOS
392,43262470051400,3298042261,Telenor,03482026801,89410062205720916555,COSMOS
393,41262470007220,3298041180,Telenor,03482068015,89410062205720941876,COSMOS
394,41262620091343,3298043089,Ufone,03310332641,89410034154517102539,COSMOS
395,19262620150600,3298043132,Ufone,03310332195,89410034154517102299,COSMOS
396,41262620151651,3298043970,Ufone,03310332180,89410034154517102265,COSMOS
397,42262620122535,3298044135,Ufone,03310332631,89410034154517102521,COSMOS
398,42262620122537,3298043745,Ufone,03310332540,89410034154517102463,COSMOS
399,42262620122540,3298033198,Ufone,03350827573,89410034154610226607,COSMOS
400,42262620127711,3298043619,Ufone,03310332588,89410034154517102489,COSMOS
401,42262620127716,3298032331,Telenor,03401928078,89410062205689839921,COSMOS
402,42262620019027,3298044739,Ufone,03310332485,89410034154517102422,COSMOS
403,42262620141900,3298043743,Ufone,03310332372,89410034154517102323,COSMOS
404,43262620149450,3298044226,Ufone,03310332646,89410034154517102547,COSMOS
405,43262620150150,3298044156,Ufone,03310332137,89410034154517102216,COSMOS
406,43262620150151,3298043961,Ufone,03310332449,89410034154517102380,COSMOS
407,19262620148500,3298043748,Ufone,03310332401,8941003415451710235,COSMOS
408,19262620148600,3298043736,Ufone,03310332186,8941003415451710227,COSMOS
409,21262620054532,3299004172,Jazz,03028743834,8992200040154337650,COSMOS
410,41262620036240,3298041272,Telenor,03401928113,89410062205689839863,COSMOS
411,41262620143900,3298044473,Ufone,03310332601,89410034154517102497,COSMOS
412,41262620145300,3298043389,Ufone,03310332384,8941003415451710233,COSMOS
413,41262620146300,3799002475,Jazz,03265066237,899230000158903171,COSMOS
414,41262620006595,3298043915,Ufone,03310332621,89410034154517102513,COSMOS
415,41262620015322,3298043397,Ufone,03310332457,89410034154517102398,COSMOS
416,42262620006593,3298043707,Ufone,03310332149,8941003415451710222,COSMOS
417,42262620020236,3298032298,Ufone,03350827577,89410034154610226615,COSMOS
418,42262620034513,3298043082,Ufone,03310332427,89410034154517102364,COSMOS
419,42262620048269,3298044010,Ufone,03310332161,89410034154517102240,COSMOS
420,17262620098970,3298043768,Telenor,03482068053,89410062205720941892,COSMOS
421,19262620108300,3298043410,Ufone,03310332397,89410034154517102349,COSMOS
422,19262620108420,3298043184,Ufone,03310332584,89410034154517102471,COSMOS
423,41262620097340,3298043357,Ufone,03310332464,89410034154517102414,COSMOS
424,41262620099140,3298043696,Ufone,03310332439,89410034154517102372,COSMOS
425,41262620099255,3298043016,Ufone,03310332169,89410034154517102257,COSMOS
426,41262620108480,3298043923,Ufone,03310332522,89410034154517102455,COSMOS
427,41262620114440,3298043060,Ufone,03310332318,89410034154517102307,COSMOS
428,41262620114441,3298043180,Ufone,03310332198,89410034154517102315,COSMOS
429,41262620114490,3298041378,Telenor,03401927553,89410062205689839913,COSMOS
430,42262620114240,3298043123,Ufone,03310332670,89410034154517102554,COSMOS
431,43262620115341,3298043383,Ufone,03310332462,89410034154517102406,COSMOS
432,43262620115348,3298043774,Ufone,03310332515,89410034154517102448,COSMOS
433,12262610082994,3299004741,Ufone,03350082163,89410034154610222101,COSMOS
434,19262610006807,3298041117,Telenor,03401920314,89410062205689866171,COSMOS
435,43262610127421,3298041343,Telenor,03401927737,894100622056986606,COSMOS
436,43262610132772,3298041066,Telenor,03401928144,89410062205689866130,COSMOS
437,43262610132870,3298041389,Telenor,03401925862,89410062205689866106,COSMOS
438,42262610067439,3298034011,Ufone,03317366781,89410034154610194458,COSMOS
439,24262610002004,3298043054,Ufone,03310351319,3415451707081,COSMOS
440,41262610136561,3298044311,Ufone,03310351329,3415451707082,COSMOS
441,42262610155721,3298041155,Telenor,03401928022,89410062205689866122,COSMOS
442,43262610001000,3299006959,Ufone,03368070906,8941003415451703003,COSMOS
443,24262640000701,3799003310,Telenor,03481810962,8941006220572094603,COSMOS
444,24262640000713,3298043747,Ufone,03310334228,89410034154517102786,COSMOS
445,24262640074314,3298044301,Ufone,03310334307,89410034154517102836,COSMOS
446,24262640190267,3298043330,Ufone,03310334251,89410034154517102794,COSMOS
447,19262640099590,3298043142,Ufone,03310332855,89410034154517102679,COSMOS
448,16262240736506,3298042186,Telenor,03482027269,89410034154517103180,COSMOS
449,43262210183300,3298044465,Ufone,03310334942,89410034154517103289,COSMOS
450,43262210184050,3298044393,Ufone,03310334896,89410034154517103255,COSMOS
451,43262210184600,3298043936,Ufone,03310334928,89410034154517103271,COSMOS
452,42262210085983,3298044813,Ufone,03310334892,89410034154517103248,COSMOS
453,42262210087622,3298044679,Ufone,03310334918,89410034154517103263,COSMOS
454,42262210101933,3298044336,Telenor,03482072738,89410062205720942361,COSMOS
455,41262210034423,3298045649,Zong,03105334975,8992042403180257152F,COSMOS
456,41262210047347,3298045217,Ufone,03313494615,89410034154517129938,COSMOS
457,21262230119060,3298043126,Zong,03105334843,8992042403180252666F,COSMOS
458,19262230115160,3298042700,Telenor,03482968747,89410062205720941991,COSMOS
459,43262230010992,3298043349,Ufone,03368017551,5451703073,COSMOS
460,04262230298475,3298045848,Ufone,03313494556,89410034154517129854,COSMOS
461,04262230298477,3298045535,Ufone,03313494518,89410034154517129847,COSMOS
462,08262230055945,3298042411,Telenor,03482068733,89410062205720941975,COSMOS
463,08262230056215,3298042112,Telenor,03482068745,89410062205720941983,COSMOS
464,08262230056278,3298043356,Zong,03105334879,89410062205689866262,COSMOS
465,04262230029396,3298043848,Zong,03105334165,8992042403180252658F,COSMOS
466,04262230297996,3298044061,Zong,03105334164,8992042403180252641F,COSMOS
467,04262230298045,3298045794,Zong,03105334169,8992042403180252757F,COSMOS
468,04262230298316,3298045968,Zong,03105332859,8992042403180257202F,COSMOS
469,04262230298317,3298045895,Zong,03105334167,8992042403180252799F,COSMOS
470,04262230298318,3298045849,Zong,03105334168,8992042403180252740F,COSMOS
471,04262230298323,3298045669,Zong,03105333842,8992042403180257210F,COSMOS
472,04262230298329,3298045900,Zong,03105334850,8992042403180252773F,COSMOS
473,04262230298345,3298045218,Zong,03105334852,8992042403180252815F,COSMOS
474,04262230298352,3298045954,Zong,03105334860,8992042403180252831F,COSMOS
475,04262230298358,3298045627,Zong,03105334978,8992042403180257160F,COSMOS
476,04262230298381,3298045913,Zong,03105334979,8992042403180257178F,COSMOS
477,04262230298383,3298045850,Zong,03105334170,8992042403180252849F,COSMOS
478,04262230298385,3298042711,Telenor,03482068991,89410062205720942049,COSMOS
479,04262230298386,3298042885,Telenor,03482068971,89410062205720942023,COSMOS
