Sr. No.,Reference No.,MSN,Telco,Sim No,Sim Id,Project 
6852,29134652909701,3798009523,Jazz,03265059539,899230000158902456,COSMOS
6853,29134652909901,3798009594,Telenor,03491222106,8941006220472037943,COSMOS
6854,29134652910100,3798009524,Jazz,03265059544,899230000158902457,COSMOS
6855,29134652911701,3798013036,Jazz,03265057988,899230000158902023,COSMOS
6856,29134652914102,3798009595,Telenor,03491222136,8941006220472037944,COSMOS
6857,29134652921304,3798009007,Jazz,03263822072,899230000518900719,COSMOS
6858,27134652719300,3798014669,Jazz,03206403139,8992300001589043871F,COSMOS
6859,24134655602408,3798009091,Jazz,03263822066,899230000518900716,COSMOS
6860,27134652715200,3798013260,Jazz,03265072563,8992300001589036875F,COSMOS
6861,27134652716001,3798009630,Telenor,03491222079,8941006220472037942,COSMOS
6862,29134652916303,3798014670,Telenor,03491813956,89410062202778961021,COSMOS
6863,29134652916304,3798014786,Telenor,03491828225,89410062204710011618,COSMOS
6864,28134655600200,3799003981,Telenor,03482100987,8941006220572093885,COSMOS
6865,24134625803100,3799004251,Jazz,03265059814,899230000158902543,COSMOS
6866,24134625803113,3799004939,Jazz,03265073815,8992300001589038269F,COSMOS
6867,24134625803114,3799004940,Jazz,03265073816,8992300001589038277F,COSMOS
6868,24134625803402,3799004936,Jazz,03265073804,899230000158903823,COSMOS
6869,27134620000900,3798009445,Telenor,03491222388,8941006220472037947,COSMOS
6870,27134620002900,3798009938,Jazz,03263812030,158900080,COSMOS
6871,27134620003306,3798009939,Jazz,03263812034,158900081,COSMOS
6872,27134620006500,3798009019,Jazz,03263819620,899230000158900590,COSMOS
6873,27134620006503,3798009020,Jazz,03263819618,899230000158900589,COSMOS
6874,27134620006505,3798009205,Jazz,03263819614,899230000158900588,COSMOS
6875,27134620006507,3798009201,Jazz,03263819612,899230000158900587,COSMOS
6876,27134620006509,3798009204,Jazz,03263819626,899230000158900592,COSMOS
6877,27134620006533,3798013012,Jazz,03265058239,899230000158902096,COSMOS
6878,27134620009602,3798009017,Jazz,03263819624,899230000158900591,COSMOS
6879,27134620743604,3798009449,Telenor,03491222855,8941006220472037951,COSMOS
6880,29134620010804,3798008132,Jazz,03263819573,899230000158900582,COSMOS
6881,29134620010807,3798008195,Jazz,03263819482,899230000158900573,COSMOS
6882,27134625802504,3798013245,Jazz,03265072507,8992300001589036792F,COSMOS
6883,29134620007515,3798009592,Telenor,03491223029,8941006220472037954,COSMOS
6884,29134620011808,3798008322,Jazz,03263819472,899230000158900572,COSMOS
6885,27134620006520,3798014860,Jazz,03206403235,8992300001589043863F,COSMOS
6886,29134620013024,3798008135,Telenor,03482781163,8941006220572091215,COSMOS
6887,29134620013025,3798008311,Telenor,03482781195,8941006220572091216,COSMOS
6888,29134620013027,3798008234,Telenor,03482781197,8941006220572091217,COSMOS
6889,29134620013028,3798008313,Jazz,03265059659,899230000158902495,COSMOS
6890,29134620013201,3798009593,Telenor,03491223037,8941006220472037955,COSMOS
6891,29134621013025,3798013252,Telenor,03482781284,89410062205720912208,COSMOS
6892,27134620006515,3798013014,Jazz,03265058247,899230000158902098,COSMOS
6893,27134620006516,3798013015,Jazz,03265058090,899230000158902053,COSMOS
6894,27134620006702,3798009959,Jazz,03263812045,158900084,COSMOS
6895,27134620009705,3798013013,Jazz,03265058241,899230000158902097,COSMOS
6896,27134620012202,3798014668,Jazz,03206403461,8992300001589043855F,COSMOS
6897,27134621188303,3798009957,Jazz,03263812061,158900086,COSMOS
6898,27134621213501,3798009450,Telenor,03491222976,8941006220472037952,COSMOS
6899,27134625802511,3798009958,Jazz,03263812052,158900085,COSMOS
6900,29134620011803,3798008231,Jazz,03263819547,899230000158900577,COSMOS
6901,29134620011804,3798008232,Jazz,03263819548,899230000158900578,COSMOS
6902,29134620011806,3798008321,Jazz,03263819571,899230000158900581,COSMOS
6903,29134620011809,3798008323,Jazz,03263819611,899230000158900586,COSMOS
6904,29134620011811,3798008324,Jazz,03263819541,899230000158900576,COSMOS
6905,29134620011812,3798008325,Jazz,03263819577,899230000158900583,COSMOS
6906,29134620011813,3798008131,Jazz,03263819584,899230000158900584,COSMOS
6907,24134625802906,3799004360,Jazz,03265059811,899230000158902542,COSMOS
6908,24134625804122,3799003772,Jazz,03265073565,8992300001589037998F,COSMOS
6909,24134625804901,3799004937,Jazz,03265073808,8992300001589038244F,COSMOS
6910,27134620000601,3798009936,Jazz,03263812024,158900078,COSMOS
6911,27134620001502,3798009937,Jazz,03263812028,158900079,COSMOS
6912,27134620007015,3798009202,Telenor,03491827233,8992300001589005946F,COSMOS
6913,27134620007201,3798009447,Telenor,03491222564,8941006220472037949,COSMOS
6914,27134620007408,3798009448,Telenor,03491222582,8941006220472037950,COSMOS
6915,29134620006501,3798008134,Telenor,03482781495,8941006220572091221,COSMOS
6916,29134621730401,3798008133,Jazz,03263819594,899230000158900585,COSMOS
6917,29134621731009,3798008230,Telenor,03482781569,8941006220572091223,COSMOS
6918,29134621731509,3798008229,Jazz,03263819560,899230000158900579,COSMOS
6919,29134621731714,3798008226,Telenor,03482779367,8941006220572091189,COSMOS
6920,29134621731719,3798008228,Telenor,03482781579,8941006220572091224,COSMOS
6921,29134621731823,3798008240,Telenor,03482779369,8941006220572091190,COSMOS
6922,29134621731828,3798008239,Telenor,03482779959,8941006220572091191,COSMOS
6923,29134621731833,3798008238,Telenor,03482779566,8941006220572091192,COSMOS
6924,29134621731845,3798008237,Jazz,03263819519,899230000158900575,COSMOS
6925,29134621731846,3798008236,Telenor,03482779633,8941006220572091193,COSMOS
6926,29134621731847,3798008193,Telenor,03482779736,8941006220572091194,COSMOS
6927,29134621731850,3798008194,Telenor,03482779747,8941006220572091195,COSMOS
6928,29134621731854,3798008235,Telenor,03482781553,8941006220572091222,COSMOS
6929,29134621731858,3798008233,Telenor,03482781631,8941006220572091225,COSMOS
6930,29134621731861,3798008227,Telenor,03482779361,8941006220572091188,COSMOS
6931,29134621731863,3798008314,Jazz,03263819567,899230000158900580,COSMOS
6932,29134621731867,3798009960,Jazz,03263812041,158900083,COSMOS
6933,29134621731870,3798008312,Jazz,03263819463,899230000158900570,COSMOS
6934,29134621731871,3798008315,Jazz,03263819466,899230000158900571,COSMOS
6935,29134621731903,3798008301,Telenor,03482781632,8941006220572091226,COSMOS
